customer_id,country,education,gender,member_card,total_children,Recency,Frequency,Monetary
953,USA,Partial High School,F,Bronze,2,264,2,80.57
955,USA,Partial High School,F,Normal,3,41,3,112.3
956,USA,High School Degree,M,Bronze,2,41,1,12.27
957,USA,Partial High School,F,Normal,4,128,1,40.54
958,USA,High School Degree,M,Golden,4,25,1,43.99
962,USA,Partial High School,M,Normal,2,292,1,32.25
963,USA,Graduate Degree,F,Bronze,1,12,1,14.82
964,USA,Partial High School,M,Normal,3,22,3,95.08
967,USA,Partial High School,F,Bronze,1,106,2,42.96
968,USA,Partial High School,F,Bronze,1,60,2,78.11
970,USA,Partial High School,F,Normal,1,315,1,9.96
973,USA,Partial College,F,Bronze,1,133,1,36.52
975,USA,High School Degree,F,Bronze,0,254,2,132.39
976,USA,Bachelors Degree,F,Silver,5,7,14,398.86
979,USA,High School Degree,F,Bronze,0,26,1,11.36
980,USA,Partial High School,F,Bronze,1,41,3,36.3
981,USA,Bachelors Degree,M,Bronze,0,54,2,68.34
983,USA,Partial High School,F,Bronze,2,34,2,34.85
985,USA,Partial High School,F,Bronze,2,48,3,40.04
986,USA,High School Degree,F,Golden,5,302,2,38.79
988,USA,Bachelors Degree,F,Bronze,2,9,6,149.89
991,USA,Bachelors Degree,F,Bronze,1,271,1,23.39
992,USA,High School Degree,F,Normal,3,22,3,120.36
993,USA,Bachelors Degree,M,Golden,3,113,6,217.64
994,USA,Partial College,M,Bronze,5,72,6,203.38
995,USA,High School Degree,M,Silver,0,73,4,76.76
997,USA,Graduate Degree,F,Bronze,4,5,17,655.35
999,USA,High School Degree,M,Bronze,3,138,3,94.39
1003,USA,Partial High School,M,Silver,3,52,6,116.04
1004,USA,High School Degree,F,Bronze,3,34,4,84.27
1005,USA,Bachelors Degree,M,Normal,2,23,11,343.32
1006,USA,High School Degree,M,Bronze,2,103,2,14.26
1007,USA,High School Degree,F,Bronze,2,197,3,65.7
1010,USA,High School Degree,M,Bronze,2,214,1,40.33
1015,USA,Bachelors Degree,M,Normal,4,28,5,112.78
1023,USA,Bachelors Degree,M,Bronze,1,36,3,86.73
1024,USA,Bachelors Degree,F,Bronze,0,11,9,171.28
1028,USA,Bachelors Degree,M,Normal,3,60,2,29.99
1031,USA,Partial High School,F,Bronze,2,31,1,29.46
1033,USA,Bachelors Degree,M,Bronze,5,229,2,79.82
1034,USA,High School Degree,F,Bronze,5,21,4,99.75
1035,USA,Graduate Degree,M,Silver,0,130,5,76.31
1036,USA,Bachelors Degree,F,Bronze,3,32,7,240.05
1037,USA,Partial College,M,Bronze,5,36,4,79.09
1039,USA,Partial High School,F,Normal,4,5,3,34.68
1041,USA,Bachelors Degree,M,Bronze,4,83,2,38.38
1042,USA,High School Degree,F,Bronze,1,113,4,100.94
1043,USA,High School Degree,M,Golden,5,13,2,87.93
1044,USA,Bachelors Degree,F,Bronze,1,138,2,58.83
1048,USA,Bachelors Degree,M,Bronze,4,77,2,31.94
1049,USA,High School Degree,F,Bronze,4,96,3,178.57
1051,USA,Partial High School,F,Normal,1,69,2,72.33
1052,USA,High School Degree,F,Bronze,1,31,2,48.93
1053,USA,High School Degree,F,Bronze,1,14,6,150.37
1055,USA,High School Degree,M,Golden,0,27,1,36.38
1057,USA,Partial High School,F,Normal,2,113,2,41.4
1058,USA,Graduate Degree,F,Bronze,2,165,2,75.9
1064,USA,Bachelors Degree,F,Bronze,3,54,3,139.46
1066,USA,Bachelors Degree,M,Bronze,0,291,1,12.9
1069,USA,Bachelors Degree,M,Bronze,1,30,3,57.46
1070,USA,Bachelors Degree,F,Bronze,2,11,10,234.43
1071,USA,Partial High School,M,Bronze,1,21,7,191.11
1073,USA,High School Degree,M,Bronze,5,279,1,15.78
1074,USA,High School Degree,M,Silver,0,10,7,126.38
1075,USA,Partial High School,M,Normal,0,91,3,60.01
1076,USA,Partial College,F,Bronze,4,51,1,22.89
1079,USA,Partial College,F,Bronze,2,31,5,83.66
1080,USA,Bachelors Degree,M,Bronze,3,86,2,73.61
1081,USA,High School Degree,M,Bronze,2,192,1,18.19
1082,USA,High School Degree,F,Golden,3,58,1,38.26
1083,USA,High School Degree,M,Golden,5,12,4,70.32
1084,USA,Partial High School,M,Normal,2,161,2,38.54
1085,USA,Partial High School,F,Bronze,4,3,4,93.25
1086,USA,High School Degree,F,Bronze,3,10,5,89.6
1089,USA,Partial High School,M,Normal,3,58,5,162.23
1090,USA,High School Degree,M,Bronze,1,41,3,114.32
1091,USA,Partial High School,F,Normal,0,118,2,70.62
1093,USA,Partial College,F,Normal,3,46,6,88.68
1094,USA,High School Degree,F,Bronze,3,274,1,44.38
1097,USA,High School Degree,M,Bronze,0,15,6,143.35
1098,USA,Partial College,F,Bronze,4,78,1,26.47
1099,USA,High School Degree,F,Bronze,5,115,1,33.79
1102,USA,Bachelors Degree,F,Normal,2,80,2,74.34
1104,USA,Bachelors Degree,M,Bronze,3,66,1,10.5
1107,USA,High School Degree,M,Bronze,0,4,5,72.96
1110,USA,Bachelors Degree,M,Normal,2,49,3,106.93
1112,USA,Partial High School,M,Normal,4,21,3,88.87
1114,USA,High School Degree,M,Bronze,4,5,3,70.05
1115,USA,Partial High School,F,Normal,3,4,4,63.51
1121,USA,Bachelors Degree,M,Bronze,4,136,1,23.31
1122,USA,High School Degree,F,Bronze,2,78,1,25.14
1123,USA,High School Degree,M,Bronze,4,214,1,13.64
1124,USA,High School Degree,M,Normal,3,4,13,406.85
1128,USA,Partial High School,F,Normal,1,277,1,13.34
1129,USA,Bachelors Degree,M,Silver,3,129,4,68.31
1130,USA,High School Degree,M,Bronze,5,60,3,136.75
1131,USA,Bachelors Degree,M,Bronze,0,29,2,44.82
1132,USA,Bachelors Degree,F,Silver,2,12,3,68.63
1133,USA,High School Degree,F,Bronze,3,41,5,158.5
1134,USA,Bachelors Degree,M,Bronze,0,182,3,63.39
1136,USA,Bachelors Degree,F,Bronze,3,332,1,46.26
1137,USA,Partial High School,F,Normal,2,12,3,102.55
1138,USA,Partial High School,M,Bronze,2,208,3,96.51
1140,USA,Bachelors Degree,M,Bronze,1,113,3,34.28
1141,USA,Partial High School,M,Golden,3,34,3,101.97
1142,USA,Bachelors Degree,M,Bronze,3,58,7,165.58
1144,USA,Bachelors Degree,M,Bronze,1,31,4,163.33
1145,USA,Partial High School,F,Normal,1,8,6,277.02
1146,USA,Partial High School,F,Normal,5,74,3,123.14
1147,USA,Partial College,F,Bronze,3,14,6,155.05
1150,USA,Partial College,M,Bronze,5,361,1,27.53
1151,USA,High School Degree,F,Bronze,4,171,1,19.84
1152,USA,Partial High School,M,Bronze,4,3,4,42.79
1153,USA,Partial High School,M,Silver,1,44,5,175.87
1154,USA,Partial High School,F,Normal,5,122,4,169.27
1156,USA,Bachelors Degree,F,Bronze,3,331,1,21.08
1157,USA,High School Degree,M,Bronze,1,304,1,53.92
1159,USA,High School Degree,F,Bronze,2,16,7,179.28
1160,USA,Partial High School,F,Normal,0,228,1,13.46
1161,USA,Bachelors Degree,M,Bronze,5,90,2,60.23
1162,USA,High School Degree,M,Bronze,2,12,3,57.46
1166,USA,High School Degree,M,Golden,0,10,4,70.57
1167,USA,Partial College,M,Silver,3,71,2,106.22
1168,USA,Partial College,F,Bronze,1,7,10,205.97
1170,USA,High School Degree,F,Bronze,5,5,2,88.38
1172,USA,High School Degree,M,Bronze,3,341,1,45.73
1173,USA,Bachelors Degree,M,Bronze,2,88,7,127.76
1175,USA,High School Degree,F,Golden,4,60,4,95.57
1176,USA,High School Degree,F,Bronze,2,108,2,79.33
1178,USA,Graduate Degree,M,Silver,4,16,3,89.89
1184,USA,Graduate Degree,M,Bronze,5,40,1,24.75
1185,USA,Partial High School,M,Normal,4,7,7,202.36
1186,USA,Bachelors Degree,F,Normal,5,245,1,29.01
1187,USA,High School Degree,M,Bronze,2,18,6,161.07
1189,USA,Partial High School,M,Normal,3,41,1,42.98
1191,USA,Partial High School,M,Normal,2,21,2,26.7
1192,USA,Partial High School,M,Normal,4,41,6,164.19
1193,USA,High School Degree,F,Bronze,0,32,10,275.55
1194,USA,Bachelors Degree,F,Bronze,1,12,1,18.49
1195,USA,Bachelors Degree,F,Normal,5,16,5,151.21
1196,USA,Bachelors Degree,M,Bronze,1,88,6,166.81
1197,USA,Bachelors Degree,M,Bronze,1,27,9,218.79
1198,USA,Bachelors Degree,M,Bronze,2,210,1,29.24
1201,USA,Partial High School,M,Bronze,1,113,1,11.91
1202,USA,Bachelors Degree,M,Bronze,1,21,7,153.72
1203,USA,High School Degree,M,Bronze,2,208,2,77.9
1204,USA,Bachelors Degree,F,Bronze,4,116,1,39.86
1205,USA,Partial High School,F,Normal,1,96,3,130.98
1206,USA,Bachelors Degree,F,Bronze,1,319,1,25.7
1207,USA,High School Degree,M,Bronze,2,212,1,29.34
1209,USA,Partial College,M,Golden,3,91,3,68.72
1210,USA,Bachelors Degree,M,Bronze,2,3,2,78.31
1214,USA,High School Degree,M,Bronze,3,36,7,189.65
1215,USA,Partial College,M,Bronze,1,30,3,102.35
1216,USA,Bachelors Degree,M,Bronze,1,34,7,179.56
1218,USA,High School Degree,M,Bronze,3,231,1,13.54
1221,USA,High School Degree,F,Bronze,1,29,2,48.87
1224,USA,High School Degree,M,Normal,3,47,3,49.31
1230,USA,Partial High School,F,Bronze,3,111,1,15.16
1233,USA,High School Degree,M,Golden,2,187,1,9.49
1234,USA,High School Degree,F,Bronze,0,186,2,54.31
1235,USA,High School Degree,M,Silver,2,10,5,122.72
1237,USA,Partial High School,M,Normal,2,16,5,56.67
1240,USA,Bachelors Degree,F,Bronze,2,45,1,14.28
1241,USA,Bachelors Degree,M,Bronze,5,10,3,57.13
1242,USA,Bachelors Degree,F,Bronze,1,85,1,39.71
1243,USA,Bachelors Degree,F,Bronze,1,147,1,39.29
1244,USA,High School Degree,F,Bronze,1,162,2,35.97
1245,USA,Partial College,F,Bronze,2,10,14,368.83
1246,USA,High School Degree,F,Golden,4,131,1,25.6
1247,USA,Partial High School,F,Normal,0,149,2,66.03
1248,USA,Partial High School,F,Normal,2,327,1,26.16
1249,USA,High School Degree,F,Bronze,2,208,3,94.42
1250,USA,Bachelors Degree,M,Golden,4,26,2,66.64
1251,USA,Partial High School,M,Normal,1,19,2,31.4
1252,USA,Partial High School,M,Normal,2,131,2,27.51
1253,USA,Partial High School,M,Bronze,4,46,8,307.94
1254,USA,Partial High School,F,Bronze,0,142,2,49.25
1255,USA,Graduate Degree,M,Normal,3,186,1,34.84
1256,USA,High School Degree,M,Normal,5,120,1,16.56
1261,USA,High School Degree,F,Bronze,3,110,2,59.89
1263,USA,Partial High School,F,Bronze,4,10,4,78.31
1264,USA,Partial High School,M,Bronze,1,268,1,16.41
1266,USA,High School Degree,F,Bronze,4,91,5,179.89
1267,USA,Partial High School,F,Normal,4,18,7,224.69
1268,USA,Partial High School,F,Bronze,2,96,1,25.05
1270,USA,High School Degree,F,Normal,0,13,2,57.47
1271,USA,High School Degree,M,Silver,2,72,8,230.2
1273,USA,Bachelors Degree,M,Bronze,2,126,1,47.67
1274,USA,High School Degree,M,Bronze,2,113,2,34.64
1275,USA,Partial High School,M,Bronze,4,54,3,55.2
1276,USA,High School Degree,M,Silver,2,298,2,59.58
1280,USA,Partial High School,M,Normal,3,193,3,117.55
1281,USA,Graduate Degree,F,Silver,4,66,14,366.74
1282,USA,Partial College,F,Bronze,3,4,15,402.7
1283,USA,High School Degree,M,Normal,3,78,2,38.97
1285,USA,High School Degree,M,Golden,5,58,1,36.43
1286,USA,Partial College,M,Bronze,4,116,3,82.76
1289,USA,High School Degree,M,Golden,4,27,12,306.37
1290,USA,Graduate Degree,M,Bronze,3,60,2,30.87
1293,USA,Partial High School,M,Normal,3,114,3,21.11
1294,USA,High School Degree,M,Silver,1,198,1,0.81
1296,USA,Partial High School,F,Bronze,1,96,2,20.38
1297,USA,High School Degree,M,Bronze,4,11,22,731.68
1298,USA,High School Degree,F,Bronze,1,25,7,161.18
1303,USA,Graduate Degree,M,Bronze,0,292,1,21.66
1304,USA,Bachelors Degree,M,Bronze,3,44,5,154.78
1305,USA,Partial High School,M,Normal,1,194,2,25.5
1306,USA,High School Degree,M,Bronze,4,60,2,65.12
1309,USA,High School Degree,F,Bronze,1,5,5,199.52
1310,USA,Partial High School,F,Normal,4,27,21,589.17
1311,USA,Bachelors Degree,M,Golden,4,231,3,84.3
1312,USA,High School Degree,F,Silver,2,66,7,180.19
1313,USA,High School Degree,F,Bronze,1,182,3,87.07
1316,USA,Partial High School,M,Normal,3,54,3,65.83
1317,USA,Partial High School,F,Normal,2,260,1,25.25
1319,USA,Partial High School,M,Bronze,1,116,5,156.37
1321,USA,Bachelors Degree,M,Golden,3,208,1,42.92
1322,USA,High School Degree,M,Normal,5,19,6,143.61
1327,USA,Partial High School,M,Normal,5,305,1,7.96
1328,USA,Partial High School,M,Bronze,5,7,6,316.16
1329,USA,Partial High School,F,Normal,3,182,3,75.95
1330,USA,Bachelors Degree,M,Bronze,4,4,8,256.29
1331,USA,High School Degree,F,Bronze,4,73,3,135.54
1332,USA,Partial High School,F,Normal,3,21,5,183.94
1333,USA,High School Degree,M,Golden,4,100,3,60.65
1334,USA,Bachelors Degree,M,Normal,3,11,8,195.77
1337,USA,Bachelors Degree,M,Bronze,5,8,9,220.04
1338,USA,High School Degree,M,Silver,5,14,1,30.76
1339,USA,High School Degree,F,Bronze,2,32,7,237.45
1340,USA,Partial High School,F,Normal,5,179,1,4.38
1341,USA,High School Degree,M,Golden,3,4,12,456.8
1344,USA,Bachelors Degree,M,Bronze,3,162,1,10.48
1345,USA,Partial High School,F,Golden,5,7,6,107.87
1346,USA,Bachelors Degree,F,Bronze,4,27,3,71.87
1347,USA,High School Degree,M,Normal,2,37,6,158.81
1351,USA,Partial High School,M,Silver,4,14,2,43.91
1352,USA,Bachelors Degree,M,Bronze,4,8,9,270.41
1357,USA,Partial High School,F,Normal,5,133,3,63.74
1358,USA,Partial High School,M,Normal,4,96,2,50.07
1359,USA,High School Degree,F,Silver,1,175,1,2.36
1360,USA,Bachelors Degree,M,Silver,4,14,6,181.36
1361,USA,Bachelors Degree,F,Silver,0,163,2,43.06
1366,USA,Graduate Degree,F,Bronze,4,18,9,182.03
1368,USA,High School Degree,F,Bronze,1,55,4,92.87
1370,USA,Partial High School,F,Normal,2,292,1,24.54
1373,USA,Partial High School,M,Normal,4,153,2,108.9
1375,USA,Partial College,F,Bronze,2,45,4,95.5
1378,USA,Bachelors Degree,M,Bronze,0,36,4,130.27
1379,USA,High School Degree,F,Bronze,2,73,5,181.72
1381,USA,High School Degree,F,Bronze,0,227,1,25.38
1385,USA,Bachelors Degree,M,Bronze,2,158,3,105.52
1386,USA,Bachelors Degree,F,Bronze,4,14,1,10.64
1387,USA,Bachelors Degree,F,Bronze,1,47,6,155.03
1388,USA,High School Degree,M,Normal,1,18,9,248.55
1389,USA,High School Degree,M,Bronze,1,19,6,202.39
1391,USA,High School Degree,M,Bronze,0,113,1,7.32
1392,USA,Bachelors Degree,M,Normal,2,55,4,74.41
1397,USA,Partial High School,M,Normal,0,117,2,49.53
1399,USA,Partial High School,F,Normal,4,12,3,141.05
1403,USA,Partial High School,F,Bronze,3,129,1,44.71
1407,USA,Graduate Degree,M,Bronze,1,200,1,4.58
1409,USA,High School Degree,M,Bronze,1,214,2,46.34
1410,USA,Partial High School,M,Normal,0,37,3,68.24
1412,USA,High School Degree,M,Bronze,2,10,3,100.23
1413,USA,Partial High School,M,Bronze,2,187,1,7.43
1414,USA,Partial High School,F,Bronze,0,114,3,94.84
1415,USA,Bachelors Degree,M,Bronze,1,6,27,751.51
1416,USA,Partial High School,F,Normal,5,157,1,48.17
1417,USA,High School Degree,F,Bronze,2,114,1,15.79
1418,USA,Partial College,F,Bronze,4,270,2,33.85
1421,USA,Partial High School,F,Normal,4,71,1,16.38
1423,USA,Bachelors Degree,F,Silver,0,37,8,219.08
1426,USA,Bachelors Degree,M,Bronze,2,88,6,51.48
1427,USA,Graduate Degree,M,Bronze,4,263,1,41.39
1428,USA,Bachelors Degree,F,Bronze,5,54,3,99.22
1429,USA,High School Degree,F,Bronze,4,14,7,242.7
1430,USA,Partial High School,M,Golden,2,4,11,243.9
1432,USA,Partial High School,M,Normal,4,16,5,95.86
1433,USA,Partial High School,M,Bronze,1,228,1,45.97
1434,USA,High School Degree,M,Bronze,3,312,1,42.5
1436,USA,High School Degree,M,Bronze,1,91,1,16.09
1437,USA,Bachelors Degree,F,Silver,1,319,1,19.12
1438,USA,Partial High School,F,Normal,3,140,2,47.31
1439,USA,High School Degree,M,Bronze,4,74,2,75.15
1440,USA,High School Degree,F,Normal,1,114,1,23.55
1442,USA,Partial High School,F,Bronze,3,5,11,289.66
1445,USA,Bachelors Degree,M,Bronze,2,45,5,185.55
1446,USA,Partial High School,F,Normal,3,211,3,99.24
1449,USA,Bachelors Degree,F,Bronze,4,187,3,86.4
1451,USA,Partial High School,M,Golden,3,23,13,396.12
1452,USA,Partial College,F,Bronze,3,85,2,22.19
1457,USA,Graduate Degree,F,Bronze,2,85,3,55.14
1460,USA,Partial High School,M,Normal,1,238,2,19.44
1461,USA,High School Degree,F,Silver,3,54,1,21.64
1466,USA,Bachelors Degree,M,Bronze,1,316,2,58.6
1467,USA,High School Degree,F,Golden,3,333,1,19.58
1468,USA,Partial College,M,Bronze,2,32,5,149.77
1470,USA,High School Degree,M,Golden,4,11,9,153.18
1471,USA,Bachelors Degree,F,Bronze,2,113,1,30.05
1473,USA,Partial High School,M,Normal,0,9,2,33.45
1474,USA,Partial High School,M,Normal,4,142,3,102.61
1476,USA,Partial High School,F,Bronze,5,74,1,49.21
1479,USA,Partial High School,M,Normal,3,195,1,14.56
1481,USA,High School Degree,F,Bronze,2,121,4,140.65
1483,USA,Partial High School,F,Normal,3,114,1,11.37
1484,USA,High School Degree,F,Bronze,4,31,3,99.19
1485,USA,Bachelors Degree,F,Bronze,1,49,5,103.28
1490,USA,Bachelors Degree,M,Golden,4,21,5,123.08
1491,USA,Partial College,F,Golden,1,11,21,594.96
1492,USA,Partial High School,F,Bronze,2,143,1,21.53
1493,USA,Partial High School,M,Normal,1,151,3,29.31
1497,USA,High School Degree,F,Bronze,3,52,8,254.6
1498,USA,Partial High School,F,Normal,0,173,1,8.44
1499,USA,Partial High School,F,Normal,0,4,4,165.43
1500,USA,Partial High School,F,Bronze,1,179,2,16.15
1503,USA,Partial College,F,Bronze,1,248,1,8.51
1504,USA,Graduate Degree,F,Golden,3,74,3,85.11
1507,USA,Bachelors Degree,M,Bronze,1,9,3,101.6
1508,USA,High School Degree,M,Golden,1,6,2,19.78
1511,USA,Partial High School,M,Normal,3,10,3,69.1
1512,USA,Bachelors Degree,M,Silver,5,44,3,61.18
1516,USA,Partial High School,M,Normal,1,91,1,15.72
1524,USA,Partial High School,F,Normal,4,179,4,138.38
1525,USA,High School Degree,F,Bronze,3,30,2,68.63
1527,USA,Partial College,F,Silver,4,12,2,81.04
1528,USA,High School Degree,F,Golden,4,24,21,606.36
1529,USA,Partial College,F,Silver,4,18,9,288.75
1531,USA,Partial High School,F,Bronze,1,105,3,96.52
1532,USA,High School Degree,F,Normal,4,61,5,105.43
1533,USA,Partial College,M,Golden,3,11,13,374.73
1534,USA,Partial High School,F,Golden,4,327,1,3.99
1537,USA,High School Degree,F,Bronze,3,60,2,53.05
1538,USA,Partial High School,M,Bronze,2,86,4,90.92
1539,USA,Partial College,M,Bronze,2,71,5,196.66
1540,USA,High School Degree,M,Bronze,4,12,1,19.32
1541,USA,Partial High School,M,Normal,4,158,1,29.33
1543,USA,High School Degree,F,Bronze,3,119,1,10.64
1545,USA,Partial College,M,Bronze,0,26,5,151.95
1546,USA,Bachelors Degree,F,Bronze,4,25,1,15.45
1547,USA,High School Degree,M,Bronze,5,83,4,91.44
1548,USA,Partial High School,F,Normal,2,77,9,225.45
1549,USA,High School Degree,M,Bronze,4,3,6,174.33
1551,USA,High School Degree,F,Bronze,4,23,5,108.04
1555,USA,Partial High School,F,Normal,2,163,3,54.19
1556,USA,Bachelors Degree,F,Golden,3,79,14,365.43
1558,USA,Bachelors Degree,F,Bronze,4,135,1,23.35
1561,USA,Partial High School,F,Normal,4,138,2,102.8
1562,USA,High School Degree,M,Bronze,4,135,1,15.29
1565,USA,High School Degree,M,Bronze,5,116,2,84.05
1567,USA,Bachelors Degree,M,Bronze,2,38,19,445.25
1570,USA,Partial High School,M,Normal,1,5,3,48.3
1572,USA,High School Degree,M,Silver,4,10,4,86.07
1573,USA,Bachelors Degree,M,Bronze,3,21,2,95.45
1574,USA,High School Degree,F,Golden,5,115,1,53.33
1575,USA,Partial High School,M,Normal,2,32,5,78.67
1576,USA,Graduate Degree,F,Bronze,4,3,4,82.22
1579,USA,High School Degree,F,Normal,5,115,1,33.72
1580,USA,Partial High School,F,Normal,4,60,3,34.63
1582,USA,High School Degree,M,Golden,4,12,6,164.23
1583,USA,High School Degree,F,Bronze,1,296,1,44.03
1584,USA,Bachelors Degree,F,Normal,3,150,2,51.85
1587,USA,Graduate Degree,M,Silver,2,10,5,209.77
1589,USA,High School Degree,M,Normal,0,105,1,32.17
1594,USA,Partial High School,M,Bronze,2,10,5,138.41
1596,USA,Bachelors Degree,M,Bronze,2,85,2,36.56
1598,USA,Partial High School,M,Normal,0,11,7,174.12
1599,USA,Partial High School,F,Normal,4,44,4,71.3
1601,USA,Partial High School,M,Bronze,1,78,1,18.03
1602,USA,Bachelors Degree,F,Normal,5,52,3,117.12
1603,USA,Partial High School,F,Normal,3,129,1,16.25
1605,USA,Bachelors Degree,M,Silver,1,71,3,101.75
1606,USA,Partial College,M,Bronze,1,35,2,26.52
1607,USA,Bachelors Degree,F,Bronze,0,25,11,303.79
1608,USA,Partial High School,M,Golden,3,153,1,20.56
1609,USA,Bachelors Degree,F,Silver,1,8,2,17.42
1610,USA,Partial College,F,Bronze,0,47,10,329.25
1611,USA,Bachelors Degree,M,Bronze,0,10,6,107.15
1613,USA,Bachelors Degree,M,Bronze,4,117,1,36.39
1615,USA,Partial College,F,Bronze,4,11,3,75.01
1616,USA,High School Degree,M,Bronze,3,5,2,50.15
1617,USA,High School Degree,M,Bronze,4,121,1,10.28
1619,USA,High School Degree,M,Golden,4,52,6,147.64
1621,USA,Partial High School,F,Bronze,4,257,1,6.28
1622,USA,Bachelors Degree,M,Bronze,1,4,8,161.58
1624,USA,High School Degree,M,Bronze,4,140,2,97.72
1626,USA,Partial High School,M,Bronze,0,237,3,89.04
1627,USA,High School Degree,F,Silver,4,331,2,31.14
1628,USA,High School Degree,M,Bronze,5,296,1,1.42
1630,USA,Partial High School,M,Bronze,2,2,1,6.2
1631,USA,Partial High School,M,Bronze,3,163,3,28.49
1632,USA,Partial High School,M,Normal,1,363,1,89.56
1633,USA,Partial High School,M,Normal,4,4,10,470.82
1634,USA,Partial High School,F,Normal,1,4,9,246.12
1635,USA,Partial High School,F,Normal,3,361,1,14.98
1637,USA,High School Degree,F,Normal,5,90,2,60.71
1638,USA,Graduate Degree,M,Silver,1,77,5,70.12
1642,USA,High School Degree,F,Golden,4,78,2,36.87
1643,USA,Graduate Degree,F,Bronze,1,53,1,31.67
1646,USA,Bachelors Degree,M,Bronze,2,249,2,62.19
1647,USA,Graduate Degree,F,Bronze,1,54,2,74.81
1648,USA,Bachelors Degree,F,Bronze,3,75,8,165.22
1649,USA,Bachelors Degree,M,Bronze,1,14,2,64.27
1650,USA,Partial High School,M,Normal,2,86,4,113.28
1652,USA,Bachelors Degree,F,Silver,1,44,2,24.42
1653,USA,Bachelors Degree,F,Bronze,2,223,2,75.51
1655,USA,High School Degree,M,Bronze,2,293,2,55.97
1656,USA,Partial High School,F,Normal,4,54,3,78.04
1658,USA,High School Degree,F,Bronze,3,78,2,50.26
1659,USA,High School Degree,F,Bronze,1,45,3,68.58
1660,USA,Partial High School,F,Normal,4,88,3,67.63
1665,USA,Bachelors Degree,F,Bronze,4,245,1,10.68
1666,USA,Partial High School,F,Normal,3,36,3,96.35
1667,USA,Partial High School,F,Normal,2,115,2,12.33
1669,USA,Partial College,F,Golden,5,83,5,81.7
1671,USA,Partial High School,F,Normal,4,304,1,22.79
1673,USA,Partial High School,F,Normal,3,49,4,143.14
1675,USA,High School Degree,M,Bronze,2,205,2,33.25
1676,USA,High School Degree,M,Bronze,3,23,11,421.14
1680,USA,Partial High School,M,Normal,5,149,2,47.67
1681,USA,Bachelors Degree,F,Silver,5,10,8,244.39
1682,USA,Partial High School,F,Normal,0,4,6,107.07
